org_unit_id,cargo,week_start,banda,minutos_cubiertos,minutos_cubiertos_alta,minutos_cubiertos_media,minutos_cubiertos_baja,pct_alta
UO_PRUEBA,Administrador de tienda Jr,2026-03-30,MANANA,510,510,0,0,100.0
UO_PRUEBA,Administrador de tienda Jr,2026-03-30,NOCHE,960,960,0,0,100.0
UO_PRUEBA,Administrador de tienda Jr,2026-04-06,INTERMEDIO,1140,1140,0,0,100.0
UO_PRUEBA,Administrador de tienda Jr,2026-04-06,MANANA,510,510,0,0,100.0
UO_PRUEBA,Administrador de tienda Jr,2026-04-06,NOCHE,1050,1050,0,0,100.0
UO_PRUEBA,Administrador de tienda Jr,2026-04-13,INTERMEDIO,1350,1350,0,0,100.0
UO_PRUEBA,Administrador de tienda Jr,2026-04-13,MANANA,750,750,0,0,100.0
UO_PRUEBA,Administrador de tienda Jr,2026-04-13,NOCHE,600,600,0,0,100.0
UO_PRUEBA,Administrador de tienda Jr,2026-04-20,INTERMEDIO,1200,1200,0,0,100.0
UO_PRUEBA,Administrador de tienda Jr,2026-04-20,MANANA,540,540,0,0,100.0
UO_PRUEBA,Administrador de tienda Jr,2026-04-20,NOCHE,1020,1020,0,0,100.0
UO_PRUEBA,Operador,2026-03-30,INTERMEDIO,3270,3270,0,0,100.0
UO_PRUEBA,Operador,2026-03-30,MANANA,2340,2340,0,0,100.0
UO_PRUEBA,Operador,2026-03-30,NOCHE,2010,2010,0,0,100.0
UO_PRUEBA,Operador,2026-04-06,INTERMEDIO,3540,3540,0,0,100.0
UO_PRUEBA,Operador,2026-04-06,MANANA,1920,1920,0,0,100.0
UO_PRUEBA,Operador,2026-04-06,NOCHE,2100,2100,0,0,100.0
UO_PRUEBA,Operador,2026-04-13,INTERMEDIO,3660,3660,0,0,100.0
UO_PRUEBA,Operador,2026-04-13,MANANA,2250,2250,0,0,100.0
UO_PRUEBA,Operador,2026-04-13,NOCHE,1830,1830,0,0,100.0
UO_PRUEBA,Operador,2026-04-20,INTERMEDIO,3660,3660,0,0,100.0
UO_PRUEBA,Operador,2026-04-20,MANANA,2310,2310,0,0,100.0
UO_PRUEBA,Operador,2026-04-20,NOCHE,1770,1770,0,0,100.0
